,scale,pose_scores,pose_scores,pose_scores,pose_scores,pose_mse,mouth_scores,mouth_scores,mean_fds,asym,mean_face,pca_texture,pca_shape,vids
0,1.06733280675,-8.42720387784,-6.19560761666,0.687729584752,2.0681389485,1.4905825884,5.1273903156,-6.18185526967,0.790812974495,0.766044786505,2.45930346544,25.0106947131,22.2653159152,Ahmed_Chalabi_U000_vid06_clip05_2secs
1,1.62719120548,-21.7606127996,1.03601492354,9.73275981092,6.35362463803,7.36303794219,-7.93091889331,-4.33904931682,0.834570800412,0.91769366512,1.61277736976,42.2691938568,15.4873593753,Aidan_Quinn_vid01_clip03_2secs
2,1.4762088365,-28.6401973215,-11.5298399377,8.93943450502,8.68348722115,8.00294285276,11.1697522121,-0.244552025421,1.67425297079,1.49751655059,1.34910636108,23.4475671285,12.2699770544,Aisha_Hinds_vid05_clip02_2secs
3,0.967383009737,6.1505041466,-0.938916200062,-1.3636392592,0.657399199186,3.85207006452,5.43878919139,2.98221669946,1.10693007829,0.879045970463,1.30695774748,18.8466132423,13.454823595,Aishwarya_Rai_vid05_clip06_2secs
4,1.16950445873,16.9236851474,-7.52300943704,-9.91625608667,-0.943787047606,9.38780334307,-4.18485196383,-1.19260372993,1.50433417524,1.19711188553,1.48442136507,35.5321918426,14.6771875125,AJ_Cook_vid03_clip01_2secs
5,0.975196226262,5.74490258388,-8.16558051445,-14.8812581462,-2.59604937492,9.11505801949,3.84330936382,-3.72409037467,2.40202122478,1.57679784309,2.25918814228,18.2536500158,21.3006597937,Aki_Linnanahde
6,1.00904329498,17.9025758893,23.096408392,1.75668513992,-2.87079992788,2.03832937563,-14.3170240207,4.89621546434,0.924936619205,0.941347884088,1.88367639282,37.7307120513,18.2430672553,Alan_Alda_vid04_clip01_2secs
7,1.21312512836,-9.20061787607,9.48205803055,-1.85683018234,6.5227286426,3.26915224804,-8.38627072813,-1.96004247372,0.668116766226,0.821732048417,1.79165613495,17.8417948992,16.6344433376,Alan_Ball_vid03_clip01_2secs
8,1.40379760536,-6.34429651425,4.06956126057,3.84822612263,4.61830453868,2.24492650411,7.78151338302,4.67512403662,1.01575574387,0.845735803262,1.16938613632,33.7849617545,10.8622567328,Alanna_Ubach_vid01_clip05_2secs
9,1.53728191051,50.3258161106,-5.75037103497,3.64468669388,-3.05150020357,5.0376307393,0.174643458496,-1.23614061719,0.99981010925,0.839854981528,1.17617837998,14.7824417631,10.8545581609,Alastair_Campbell_vid03_clip01_2secs
10,1.03075502319,-2.72465464098,-11.5169411839,-3.94768190902,-4.58443897539,1.34655600571,-5.92741255053,-10.1786916196,0.8980530141,0.822217924759,1.56376999045,20.4919926727,13.1406141803,Alberto_Acosta_vid05_clip01_2secs
11,0.99572173953,-21.7568045082,5.87517138692,-0.361504542598,-6.33982244901,2.78834209748,-9.29061667258,0.384841161011,0.911346184744,0.897108390004,1.13994729741,45.3343552987,10.6148134966,Alberto_Gonzales_vid01_clip01_2secs
12,0.826341243956,-1.17405029892,-12.3305299409,0.603832142761,-4.44009224982,6.68833758317,0.4026008839,-0.277478830091,1.08753033562,1.00609984961,1.51010428958,20.6213966557,13.9915142533,Alejandro_Toledo_vid03_clip01_2secs
13,1.39866532283,10.0402282512,6.28622960413,-0.76487880247,2.67564701155,4.14104153227,10.2001252564,4.89250654911,1.03445174406,0.872171894525,1.26478053596,43.7982005911,11.3680268567,Alek_Wek_vid01_clip06_2secs
14,0.960826867715,21.7279933287,-16.6762930271,-3.52661047559,-5.24890785838,4.32443474309,7.42322874186,0.0271591362753,1.32310582001,0.937270946179,1.67053341776,16.8825727236,18.6350996792,Alessandro_Nesta_vid03_clip06_2secs
15,1.34533707202,47.7964025458,15.2158280762,-1.18388563658,2.81239862658,5.65824113494,-3.54268198718,2.25533316421,1.14508513453,1.01362252966,1.53833066101,35.8537705849,16.6618498489,Alexander_Skarsg__rd_vid02_clip03_2secs
16,1.10636398828,-21.3791042003,5.85511467014,-1.35348031018,-2.74595295451,2.16245963106,-4.91465980668,-1.35701409086,0.847883599074,0.781321814162,1.21064270009,17.706457657,10.9120476558,Aaron_Sorkin_vid03_clip01_2secs
17,1.27854606377,43.8816499289,-4.63620531957,1.49394949394,-4.13172757675,6.77383697558,0.786551025061,5.59092553675,0.969511026141,1.15986792963,1.60024074421,30.9049523569,16.8688453889,Abba_Eban_vid03_clip18_2secs
18,1.18268663432,-12.0901331871,4.61444186441,-0.65267537818,9.67632915697,5.00816851895,1.44602369843,3.90840523825,1.1556834196,0.96051046873,1.98882100608,25.724267347,17.7703172676,Abdullah_vid02_clip01_2secs
19,1.42455064983,-27.632408464,14.5395183245,5.16727584562,2.24258772443,5.43703311331,-6.19739783097,3.44178727934,0.638822145312,0.956981008746,1.46509059885,31.3721822454,14.2006520667,Adam_Ant_vid02_clip05_2secs
20,0.572204161386,-28.2107693908,13.0000329954,-3.53702303326,-6.77279208313,3.78621444644,4.51163500678,6.5551330319,1.34924055272,0.838569444331,1.66331289884,23.6757572197,14.657449798,Ada_Nicodemou
21,1.70951301145,45.3990182452,5.39663947997,-2.37692285492,6.78954803168,5.23609413035,-1.4200846747,-5.12243095027,1.27604166611,0.947942963222,1.87865704093,33.2146112538,21.0886640584,Adel_Al_Jubeir_vid01_clip01_2secs
22,1.03770161908,39.4300788877,-0.075481167341,3.14887773342,8.1964121737,6.26826684801,-0.719410145974,-1.91241926433,0.698180050686,1.041367889,1.31399851449,18.0364289067,11.724714267,Adele_Haenel
23,1.51467737809,7.87721398814,7.41487985993,-0.0169593580918,4.68183399484,1.74813810012,-0.413633389653,-3.04957571936,0.54961166454,0.817728039962,1.49666824992,21.1291013089,15.8629501367,Adrian_Fernandez_vid01_clip01_2secs
24,0.884568541121,-5.96244000461,-0.518228640092,-8.23263808606,-1.69145876207,3.48839447162,0.486679391362,-7.47297636929,0.867149448287,1.05780641469,0.920246708572,32.4348021438,8.32457755535,Adrienne_Barbeau_vid06_clip01_2secs
25,1.05582084965,-27.0530233658,15.4978613134,-0.889127960737,-2.46079462505,5.82793750526,-6.25549354972,9.15206698828,1.26479644823,0.914776457471,1.49508553648,45.2055499682,14.3688771482,Adrienne_Frantz_vid05_clip03_2secs
26,0.926429728485,-27.6378333434,11.342781952,3.31596018988,-2.00731977669,5.18822089731,14.2136090009,10.5878831575,1.17109654371,0.878945857503,1.43233784259,12.1731903709,13.8494560371,Agnes_Bruckner_vid02_clip05_2secs
27,1.16115652725,15.8441779224,-11.4327301557,0.426823694241,-0.289102059056,6.18317942545,-4.00776008884,-4.20401289524,1.07056587134,1.08426539376,1.4372620684,16.4876243804,13.6564279497,Agnetha_Faltskog
28,0.671879969703,2.41472109949,9.24902433794,3.30065924699,2.55184343363,3.97511004748,-5.19028785106,-1.83942237927,0.752201454411,0.844682159727,1.45413453408,33.2639082516,14.6519817014,wall_of_faces_vid99
29,1.53404034831,-39.8972248209,11.1071036413,4.95832366247,1.35826282717,7.74104812175,-8.54018544101,-0.522844006977,1.05614960848,1.25657866984,1.68553075577,24.413467618,17.2090586286,Wolfgang_Ebert
30,1.60023162647,8.50070081657,10.4301412837,-3.65863883327,0.702312142435,8.07109527707,-9.86335587206,1.33747184506,0.850425766026,1.27859390181,1.16220876447,24.4633887368,10.7976667514,Wyatt_Roy
31,0.905246159711,19.2823499277,-12.3649984583,4.08895954856,5.40512097251,2.53383311996,5.98059634983,-4.16659744465,0.763337960103,0.887076808085,1.63290861309,19.0524578063,13.8935024836,Xavier_Horan
32,1.08855962513,25.2654020976,-12.5699110148,5.76523466879,0.44881312925,7.01085630234,7.80166362778,-0.114828850583,1.27806027426,1.41532934872,2.25534676097,40.7845255726,21.4521762146,Xavier_Woods
33,1.03483027839,-1.98446838097,-1.68609720642,-2.39407504506,2.00105100702,3.13421966856,-6.95182149771,-6.7182933718,0.874718793045,0.908605330721,1.35887328213,12.4129477736,12.923103743,Ylvis_Brothers_01
34,1.28456077888,2.90833170935,-3.46651924322,5.17642152374,6.83265189859,7.04073532896,-6.71656618328,-5.89297339426,0.757116756918,0.928131274823,1.21054485958,16.831493414,9.79074635494,Ylvis_Brothers_02
35,1.15604072439,7.68167414393,2.57349916549,0.360271769841,0.335747158838,2.25436790289,-1.69264684563,3.46763490233,0.685912211267,0.867174598327,1.59852100583,20.4442398262,14.732159709,Zabou_Breitman
36,2.0599332364,15.9143678606,-4.55265365449,7.77028843764,3.33025414509,8.96824401638,-0.336579218848,-5.38386702418,1.15574993088,1.0681076363,1.12898808567,23.5035129108,9.75832608966,Alexandre_Despatie_vid01_clip03_2secs
37,1.62662902894,-2.55354862689,-26.3450574715,-0.909985899346,1.58540760288,6.05317593273,4.91155433509,-18.1634057193,2.20753756691,1.25772037776,2.03087837379,39.265046885,16.6763882164,Alexandre_Herchcovitch_vid05_clip02_2secs
38,0.960118901978,-21.0235801975,-20.9227870633,4.89221926508,-8.8964723897,5.08587887856,15.8467485287,-10.2305568353,1.49142883467,1.10418135549,1.51657084167,45.5777383138,15.439458866,Alexa_Vega_vid01_clip09_2secs
39,0.823785746739,-10.2090974578,-9.73534865948,3.98898423149,10.9277116522,5.72475376657,2.60200159922,-6.74067886353,1.57419294087,1.21704597648,1.8587463432,14.3085974245,16.1915483019,Alex_Rodriguez_vid01_clip10_2secs
40,0.830814419545,-13.9465277625,-4.53623952446,-1.48046823387,-5.2891740453,3.0539090922,-6.39684745722,-7.12328499264,1.24782952523,0.987026429507,1.80606561262,26.2655335089,17.2335527721,Alfonso_Cuaron_vid02_clip01_2secs
41,1.06774113885,24.8419585055,-3.24110122558,2.23476215523,8.37850324878,3.53545580912,1.18667001058,4.89620255217,0.853111810695,0.875658201805,2.19767852334,31.2530679611,19.0427910277,Alfonso_Portillo_vid01_clip02_2secs
42,1.25657700689,-6.18085384443,5.5631162436,-2.16280673692,-1.23058117577,4.93088174845,-4.17986037736,0.311924809451,0.862749473297,0.915902554172,0.847222077509,20.7996816729,8.32490439696,Alfredo_Moreno_vid05_clip03_2secs
43,1.26314927498,12.726944765,18.7875751646,4.69144634935,-3.27427383221,2.84151486649,-1.43353979146,10.0278345702,1.0138984008,0.812454538853,1.72341529071,35.3244386164,17.1303718715,Ali_Abbas_vid03_clip01_2secs
44,0.803301546194,-3.291711571,10.5911653182,-2.17111134022,-2.58868117537,2.21251883783,-5.67250577667,1.81699881113,0.958193703896,0.873543861799,1.66825088153,14.4737464105,15.8332310461,Alice_Ferraz
45,1.19122252173,20.1632834004,0.148390286934,4.10967471836,4.73875089075,7.51731044396,-1.91893660854,1.07929829729,0.935584349957,0.983236558269,1.19519360147,37.1653940821,11.9784693068,Alice_Krige_vid01_clip03_2secs
46,1.16402338653,21.8214990694,5.7636828171,-12.555306542,2.22865589436,4.38427900651,-2.55327288451,-3.50837604553,1.12573595358,1.10304134723,1.22262527249,23.769031785,11.5836344849,Alicia_Vikander
47,0.873365190665,-24.8662761531,-4.97438558951,11.5063217349,-2.44717035662,3.0715054817,-5.95876716356,-2.87103493047,1.26914730624,0.972158691363,1.33298541576,19.2987439073,14.7975676649,Alicia_Witt_vid01_clip10_2secs
